OVD_t1,	OVD_t2,	OVD_sum,	pay_normal,	prod_code,	prod_limit,	update_date,	new_balance,	highest_balance,	report_date
0,	0,	0,	24,	10,	147400.0,	19/01/2014,	-3097.2,	79671.0,	01/10/2016
0,	0,	0,	4,	10,	125400.0,	18/01/2014,	21223.2,	119981.0,	02/07/2016
0,	0,	0,	23,	10,	117700.0,	15/01/2014,	73814.4,	108917.0,	26/11/2015
0,	0,	0,	27,	10,	112200.0,	15/01/2014,	-51.6,	6183.0,	15/03/2016
0,	0,	0,	26,	10,	22000.0,	15/01/2014,	9214.8,	20447.0,	21/03/2016
0,	0,	0,	21,	10,	96800.0,	14/01/2014,	62887.2,	88500.0,	23/08/2015
0,	0,	0,	22,	10,	78100.0,	14/01/2014,	27585.6,	23488.0,	17/04/2016
0,	0,	0,	15,	10,	132000.0,	12/01/2014,	44150.4,	63552.0,	26/01/2016
0,	0,	0,	15,	10,	31900.0,	12/01/2014,	29514.0,	28840.0,	23/01/2016
0,	0,	0,	16,	10,	51700.0,	10/01/2014,	48591.6,	47916.0,	01/01/2016
0,	0,	0,	12,	10,	78100.0,	09/01/2014,	59037.6,	69090.0,	05/08/2016
0,	0,	0,	21,	10,	132000.0,	08/01/2014,	20899.2,	62454.0,	30/04/2016
0,	0,	0,	5,	10,	111100.0,	08/01/2014,	123979.2,	107915.0,	16/12/2015
0,	0,	0,	19,	10,	55000.0,	07/01/2014,	53606.4,	48307.0,	13/01/2016
3,	1,	82,	12,	10,	35200.0,	06/01/2014,	4561.2,	20680.0,	25/04/2016
0,	0,	0,	25,	10,	77000.0,	04/01/2014,	62325.6,	72436.0,	28/05/2016
0,	0,	0,	23,	10,	27500.0,	04/01/2014,	15674.4,	26290.0,	29/02/2016
0,	0,	0,	26,	10,	185625.0,	02/01/2014,	2570.4,	15599.0,	29/02/2016
1,	0,	8,	21,	10,	80300.0,	30/12/2013,	83851.2,	74206.0,	29/09/2015
0,	0,	0,	1,	10,	44000.0,	30/12/2013,	0.0,	760.0,	19/01/2014
0,	0,	0,	14,	10,	218900.0,	29/12/2013,	94442.4,	198935.0,	03/11/2016
0,	0,	0,	27,	10,	68200.0,	29/12/2013,	58.8,	43670.0,	27/03/2016
0,	0,	0,	24,	10,	11000.0,	29/12/2013,	5024.4,	10401.0,	22/11/2015
2,	0,	38,	25,	10,	50600.0,	28/12/2013,	14118.0,	26202.0,	02/06/2016
0,	0,	0,	26,	10,	23100.0,	25/12/2013,	0.0,	28050.0,	18/10/2015
0,	0,	0,	27,	10,	206250.0,	24/12/2013,	13808.4,	186446.0,	29/03/2016
0,	0,	0,	25,	10,	45100.0,	24/12/2013,	0.0,	42856.0,	16/01/2016
0,	0,	0,	27,	10,	44000.0,	24/12/2013,	8809.2,	8703.0,	24/02/2016
0,	0,	0,	24,	10,	60500.0,	23/12/2013,	39154.8,	33129.0,	12/11/2015
0,	0,	0,	29,	10,	34100.0,	22/12/2013,	11610.0,	32371.0,	14/06/2016
0,	0,	0,	23,	10,	110000.0,	21/12/2013,	68848.8,	89051.0,	29/09/2015
0,	0,	0,	24,	10,	95700.0,	17/12/2013,	0.0,	87013.0,	11/03/2015
0,	0,	0,	25,	10,	119900.0,	15/12/2013,	109411.2,	108472.0,	01/12/2016
0,	0,	0,	26,	10,	57200.0,	15/12/2013,	52819.2,	56923.0,	02/09/2016
0,	0,	0,	12,	10,	55000.0,	15/12/2013,	-70.8,	33670.0,	30/12/2014
0,	0,	0,	28,	10,	46200.0,	15/12/2013,	47508.0,	55599.0,	19/03/2016
0,	0,	0,	24,	10,	58300.0,	14/12/2013,	6426.0,	48521.0,	21/11/2015
0,	0,	0,	19,	10,	55000.0,	14/12/2013,	140305.2,	117421.0,	22/02/2016
0,	0,	0,	24,	10,	64570.0,	13/12/2013,	0.0,	93892.0,	25/08/2015
0,	0,	0,	3,	10,	42790.0,	13/12/2013,	14787.6,	93892.0,	26/11/2015
3,	0,	75,	27,	10,	128700.0,	11/12/2013,	-2.4,	15490.0,	15/12/2015
0,	0,	0,	25,	10,	128700.0,	11/12/2013,	23426.4,	79911.0,	11/10/2015
0,	0,	0,	29,	10,	106700.0,	11/12/2013,	43686.0,	76606.0,	20/02/2016
0,	0,	0,	25,	10,	165000.0,	10/12/2013,	1843.2,	80585.0,	20/09/2015
0,	0,	0,	2,	10,	66000.0,	10/12/2013,	4267.2,	59096.0,	15/08/2015
0,	0,	0,	27,	10,	66000.0,	10/12/2013,	5005.2,	59096.0,	13/01/2016
0,	0,	0,	3,	10,	55000.0,	10/12/2013,	47460.0,	44691.0,	04/10/2016
1,	0,	25,	26,	10,	52800.0,	10/12/2013,	50535.6,	48395.0,	02/07/2016
2,	0,	31,	25,	10,	110000.0,	09/12/2013,	6967.2,	38049.0,	11/07/2015
0,	0,	0,	28,	10,	42900.0,	08/12/2013,	46340.4,	40177.0,	15/03/2016
0,	0,	0,	34,	10,	330000.0,	07/12/2013,	37788.0,	279666.0,	05/10/2016
0,	0,	0,	1,	10,	119900.0,	06/12/2013,	12766.8,	38153.0,	22/07/2015
0,	0,	0,	27,	10,	119900.0,	06/12/2013,	2926.8,	42549.0,	19/01/2016
0,	0,	0,	34,	10,	55000.0,	06/12/2013,	61850.4,	52185.0,	23/02/2016
0,	0,	0,	36,	10,	27500.0,	03/12/2013,	844.8,	27349.0,	25/04/2016
0,	0,	0,	24,	10,	116600.0,	29/11/2013,	0.0,	3297.0,	04/01/2014
1,	0,	23,	29,	10,	92400.0,	29/11/2013,	0.0,	16657.0,	15/04/2016
0,	0,	0,	28,	10,	138600.0,	27/11/2013,	20190.0,	105655.0,	03/11/2016
0,	0,	0,	16,	10,	136400.0,	26/11/2013,	4082.4,	29973.0,	28/11/2015
0,	0,	0,	5,	10,	84700.0,	26/11/2013,	82527.6,	80721.0,	04/01/2016
0,	0,	0,	24,	10,	61600.0,	26/11/2013,	-172.8,	59727.0,	20/09/2015
0,	0,	0,	12,	10,	55000.0,	26/11/2013,	51702.0,	55266.0,	24/08/2015
0,	0,	0,	28,	10,	36300.0,	26/11/2013,	0.0,	11189.0,	10/09/2013
0,	0,	0,	8,	10,	150700.0,	24/11/2013,	87157.2,	148058.0,	05/03/2016
0,	0,	0,	31,	10,	11000.0,	22/11/2013,	0.0,	11352.0,	23/05/2016
0,	0,	0,	1,	10,	91300.0,	20/11/2013,	0.0,	1769.0,	13/02/2015
0,	0,	0,	26,	10,	85800.0,	18/11/2013,	13653.6,	21212.0,	15/01/2016
0,	0,	0,	27,	10,	69300.0,	18/11/2013,	-1.2,	44265.0,	16/01/2016
1,	0,	15,	30,	10,	61050.0,	16/11/2013,	28256.4,	54678.0,	25/04/2016
0,	0,	0,	27,	10,	114400.0,	15/11/2013,	121093.2,	113374.0,	23/02/2016
0,	0,	0,	24,	10,	114400.0,	15/11/2013,	10412.4,	18466.0,	16/10/2015
0,	0,	0,	27,	10,	92400.0,	13/11/2013,	15520.8,	87765.0,	02/05/2016
0,	0,	0,	28,	10,	97900.0,	12/11/2013,	15027.6,	94299.0,	27/02/2016
0,	0,	0,	27,	10,	139700.0,	11/11/2013,	3876.0,	126124.0,	02/07/2016
0,	0,	0,	28,	10,	33000.0,	11/11/2013,	25430.4,	46209.0,	03/10/2016
0,	0,	0,	27,	10,	134200.0,	09/11/2013,	416.4,	16375.0,	12/03/2015
1,	0,	15,	25,	10,	11000.0,	08/11/2013,	11976.0,	38500.0,	09/04/2015
0,	0,	0,	32,	10,	72600.0,	06/11/2013,	183630.0,	248011.0,	27/03/2016
0,	0,	0,	34,	10,	23100.0,	06/11/2013,	-518.4,	28049.0,	07/12/2014
0,	0,	0,	15,	10,	102300.0,	05/11/2013,	231277.2,	228132.0,	24/11/2015
0,	0,	0,	35,	10,	27500.0,	02/11/2013,	22758.0,	28562.0,	01/06/2016
0,	0,	0,	36,	10,	124300.0,	01/11/2013,	313233.6,	261528.0,	03/01/2016
0,	0,	0,	23,	10,	115500.0,	28/10/2013,	37471.2,	39606.0,	19/10/2015
1,	0,	1,	23,	10,	62700.0,	26/10/2013,	62130.0,	54169.0,	14/10/2015
0,	0,	0,	27,	10,	137500.0,	23/10/2013,	89727.6,	93055.0,	02/06/2016
0,	0,	0,	26,	10,	56100.0,	21/10/2013,	152527.2,	127606.0,	24/11/2015
0,	0,	0,	28,	10,	139700.0,	20/10/2013,	2769.6,	105615.0,	26/01/2016
0,	0,	0,	3,	10,	180400.0,	19/10/2013,	117268.8,	159390.0,	13/12/2015
1,	1,	69,	28,	10,	16500.0,	18/10/2013,	0.0,	1803.0,	17/01/2014
0,	0,	0,	23,	10,	183700.0,	15/10/2013,	2710.8,	167500.0,	09/06/2015
0,	0,	0,	31,	10,	62700.0,	15/10/2013,	322.8,	63306.0,	22/04/2016
4,	0,	22,	24,	10,	55000.0,	15/10/2013,	54159.6,	68198.0,	20/02/2016
4,	0,	22,	24,	10,	55000.0,	15/10/2013,	54159.6,	68198.0,	20/02/2016
0,	0,	0,	29,	10,	55000.0,	14/10/2013,	-720.0,	53009.0,	01/11/2016
0,	0,	0,	29,	10,	17600.0,	12/10/2013,	6210.0,	16239.0,	13/02/2016
0,	0,	0,	26,	10,	165000.0,	11/10/2013,	1010.4,	5459.0,	12/07/2014
1,	0,	30,	26,	10,	105600.0,	11/10/2013,	78235.2,	84083.0,	02/06/2016
2,	0,	2,	21,	10,	55000.0,	11/10/2013,	55714.8,	52639.0,	27/11/2015
2,	2,	480,	24,	10,	11000.0,	11/10/2013,	-45.6,	1872.0,	23/09/2014
0,	0,	0,	26,	10,	105600.0,	09/10/2013,	970.8,	32366.0,	20/02/2015
0,	0,	0,	16,	10,	55000.0,	08/10/2013,	56323.2,	54597.0,	12/08/2015
0,	0,	0,	6,	10,	69300.0,	07/10/2013,	-538.8,	63490.0,	25/08/2014
3,	0,	58,	25,	10,	70400.0,	06/10/2013,	48264.0,	50841.0,	22/08/2015
0,	0,	0,	35,	10,	13200.0,	05/10/2013,	4552.8,	12358.0,	26/01/2016
1,	0,	1,	34,	10,	49500.0,	03/10/2013,	35203.2,	56586.0,	22/01/2016
0,	0,	0,	27,	10,	26400.0,	30/09/2013,	2859.6,	7770.0,	02/03/2016
3,	0,	60,	27,	10,	11000.0,	30/09/2013,	1521.6,	11459.0,	02/10/2016
1,	0,	30,	24,	10,	38500.0,	29/09/2013,	14976.0,	66650.0,	14/09/2015
2,	1,	77,	26,	10,	22000.0,	29/09/2013,	-76.8,	21809.0,	29/08/2015
0,	0,	0,	31,	10,	118800.0,	25/09/2013,	122161.2,	110210.0,	29/03/2016
0,	0,	0,	27,	10,	46200.0,	23/09/2013,	22846.8,	52790.0,	12/12/2015
0,	0,	0,	4,	10,	135300.0,	22/09/2013,	65272.8,	79071.0,	21/03/2016
0,	0,	0,	2,	10,	68200.0,	22/09/2013,	73497.6,	66271.0,	30/03/2016
0,	0,	0,	28,	10,	62700.0,	22/09/2013,	59995.2,	57433.0,	02/07/2016
0,	0,	0,	1,	10,	50600.0,	22/09/2013,	0.0,	19050.0,	29/09/2014
0,	0,	0,	23,	10,	33000.0,	22/09/2013,	-21.6,	30500.0,	26/11/2014
2,	0,	30,	25,	10,	182050.0,	18/09/2013,	487993.2,	407161.0,	12/01/2015
1,	0,	22,	28,	10,	143000.0,	14/09/2013,	2398.8,	9025.0,	20/10/2015
0,	0,	0,	32,	10,	11000.0,	14/09/2013,	1430.4,	8737.0,	03/11/2016
0,	0,	0,	28,	10,	110000.0,	13/09/2013,	42931.2,	77141.0,	21/02/2016
0,	0,	0,	24,	10,	66000.0,	13/09/2013,	-75.6,	16086.0,	29/10/2015
0,	0,	0,	23,	10,	113850.0,	12/09/2013,	9847.2,	18933.0,	16/12/2015
0,	0,	0,	29,	10,	107800.0,	12/09/2013,	5835.6,	11451.0,	04/08/2016
0,	0,	0,	28,	10,	116600.0,	11/09/2013,	106210.8,	116137.0,	03/09/2016
0,	0,	0,	23,	10,	33000.0,	11/09/2013,	33231.6,	28959.0,	26/09/2015
0,	0,	0,	26,	10,	119900.0,	10/09/2013,	34413.6,	70212.0,	28/11/2015
0,	0,	0,	29,	10,	91300.0,	10/09/2013,	3342.0,	11748.0,	30/01/2016
0,	0,	0,	28,	10,	190850.0,	09/09/2013,	1346.4,	172020.0,	30/11/2015
1,	0,	1,	28,	10,	132000.0,	07/09/2013,	86590.8,	273542.0,	27/03/2016
0,	0,	0,	23,	10,	68200.0,	07/09/2013,	11928.0,	59293.0,	15/05/2015
0,	0,	0,	11,	10,	68200.0,	07/09/2013,	-1192.8,	59293.0,	04/08/2016
0,	0,	0,	29,	10,	11000.0,	07/09/2013,	7462.8,	11567.0,	12/12/2015
0,	0,	0,	35,	10,	121000.0,	06/09/2013,	12037.2,	38194.0,	30/03/2016
4,	0,	60,	30,	10,	124300.0,	04/09/2013,	105274.8,	118229.0,	16/01/2016
1,	0,	1,	31,	10,	550000.0,	03/09/2013,	326684.4,	609683.0,	18/12/2015
0,	0,	0,	7,	10,	121000.0,	03/09/2013,	501.6,	70153.0,	29/07/2015
0,	0,	0,	31,	10,	71500.0,	03/09/2013,	74668.8,	63912.0,	30/12/2015
2,	0,	45,	28,	10,	99000.0,	30/08/2013,	86984.4,	72987.0,	22/01/2016
0,	0,	0,	27,	10,	58300.0,	30/08/2013,	21518.4,	53366.0,	19/01/2016
2,	0,	31,	27,	10,	55000.0,	30/08/2013,	60334.8,	61153.0,	21/03/2016
0,	0,	0,	18,	10,	55000.0,	30/08/2013,	16112.4,	53011.0,	18/03/2016
0,	0,	0,	31,	10,	11000.0,	30/08/2013,	1077.6,	15909.0,	03/11/2016
0,	0,	0,	16,	10,	73700.0,	27/08/2013,	24.0,	68120.0,	11/05/2015
0,	0,	0,	31,	10,	45100.0,	27/08/2013,	10885.2,	41263.0,	28/03/2016
0,	0,	0,	1,	10,	45100.0,	27/08/2013,	17476.8,	41263.0,	08/01/2015
0,	0,	0,	26,	10,	57200.0,	26/08/2013,	-7.2,	51071.0,	20/11/2015
0,	0,	0,	28,	10,	66000.0,	25/08/2013,	50424.0,	57931.0,	16/12/2015
0,	0,	0,	28,	10,	148500.0,	24/08/2013,	348283.2,	313027.0,	11/01/2015
0,	0,	0,	1,	10,	69300.0,	23/08/2013,	26702.4,	65033.0,	26/07/2015
0,	0,	0,	33,	10,	69300.0,	23/08/2013,	10761.6,	65033.0,	26/04/2016
0,	0,	0,	28,	10,	116600.0,	21/08/2013,	87382.8,	105861.0,	22/03/2016
0,	0,	0,	28,	10,	68200.0,	21/08/2013,	11658.0,	61326.0,	23/01/2016
1,	0,	30,	29,	10,	72600.0,	19/08/2013,	66518.4,	89856.0,	29/02/2016
0,	0,	0,	5,	10,	121000.0,	18/08/2013,	411.6,	29633.0,	15/11/2015
1,	0,	1,	25,	10,	96800.0,	17/08/2013,	5881.2,	70431.0,	21/11/2015
0,	0,	0,	28,	10,	123200.0,	16/08/2013,	16126.8,	28615.0,	27/10/2015
0,	0,	0,	27,	10,	110000.0,	16/08/2013,	16582.8,	37704.0,	23/09/2015
1,	0,	5,	28,	10,	91300.0,	16/08/2013,	0.0,	80361.0,	09/01/2014
0,	0,	0,	23,	10,	50600.0,	13/08/2013,	969.6,	35012.0,	07/04/2015
0,	0,	0,	27,	10,	49500.0,	12/08/2013,	31035.6,	30500.0,	22/01/2016
1,	0,	15,	26,	10,	33000.0,	11/08/2013,	164148.0,	137290.0,	16/01/2016
1,	0,	30,	23,	10,	34100.0,	10/08/2013,	23970.0,	25762.0,	20/09/2015
0,	0,	0,	23,	10,	82500.0,	09/08/2013,	4651.2,	20719.0,	28/09/2015
0,	0,	0,	1,	10,	389400.0,	05/08/2013,	19142.4,	55868.0,	30/05/2015
0,	0,	0,	35,	10,	389400.0,	05/08/2013,	146228.4,	210263.0,	04/05/2016
0,	0,	0,	34,	10,	27500.0,	05/08/2013,	24915.6,	27966.0,	03/07/2016
0,	0,	0,	28,	10,	57090.0,	04/08/2013,	36744.0,	33389.0,	11/07/2015
0,	0,	0,	8,	10,	11000.0,	04/08/2013,	0.0,	10500.0,	22/12/2014
2,	0,	2,	32,	10,	155100.0,	03/08/2013,	0.0,	22638.0,	12/06/2015
0,	0,	0,	31,	10,	24200.0,	03/08/2013,	9685.2,	23837.0,	19/09/2015
5,	1,	113,	26,	10,	39600.0,	31/07/2013,	0.0,	70500.0,	14/12/2015
0,	0,	0,	30,	10,	132000.0,	29/07/2013,	4861.2,	4551.0,	04/05/2014
0,	0,	0,	30,	10,	11000.0,	27/07/2013,	0.0,	7360.0,	21/12/2014
0,	0,	0,	12,	10,	11000.0,	26/07/2013,	0.0,	1530.0,	21/06/2014
0,	0,	0,	31,	10,	96800.0,	24/07/2013,	101642.4,	93752.0,	29/02/2016
0,	0,	0,	26,	10,	68200.0,	24/07/2013,	1933.2,	33894.0,	23/09/2014
0,	0,	0,	27,	10,	106700.0,	23/07/2013,	50343.6,	96617.0,	20/11/2015
1,	0,	2,	28,	10,	64900.0,	23/07/2013,	1138.8,	57715.0,	12/02/2015
0,	0,	0,	33,	10,	55000.0,	22/07/2013,	17560.8,	50198.0,	29/04/2016
0,	0,	0,	1,	10,	55000.0,	22/07/2013,	7386.0,	50198.0,	25/07/2015
0,	0,	0,	20,	10,	116600.0,	17/07/2013,	93597.6,	112377.0,	15/04/2016
0,	0,	0,	31,	10,	117700.0,	16/07/2013,	57193.2,	96940.0,	15/05/2016
0,	0,	0,	31,	10,	57200.0,	15/07/2013,	3622.8,	31225.0,	01/09/2016
0,	0,	0,	30,	10,	136400.0,	14/07/2013,	145425.6,	130947.0,	21/03/2016
2,	0,	30,	27,	10,	94600.0,	14/07/2013,	89608.8,	97117.0,	12/05/2015
0,	0,	0,	28,	10,	33000.0,	12/07/2013,	0.0,	37294.0,	03/04/2016
1,	0,	23,	28,	10,	31900.0,	12/07/2013,	0.0,	24308.0,	15/05/2016
0,	0,	0,	27,	10,	22000.0,	12/07/2013,	0.0,	13918.0,	18/05/2014
1,	0,	15,	24,	10,	11000.0,	12/07/2013,	45182.4,	38152.0,	16/12/2015
0,	0,	0,	32,	10,	39600.0,	10/07/2013,	7562.4,	27097.0,	18/05/2016
0,	0,	0,	26,	10,	57200.0,	09/07/2013,	58707.6,	53090.0,	19/11/2015
1,	0,	16,	31,	10,	26400.0,	09/07/2013,	0.0,	33100.0,	15/04/2016
0,	0,	0,	23,	10,	148500.0,	06/07/2013,	-601.2,	58052.0,	26/01/2015
0,	0,	0,	3,	10,	148500.0,	06/07/2013,	11888.4,	98998.0,	15/07/2015
0,	0,	0,	4,	10,	148500.0,	06/07/2013,	15933.6,	145484.0,	12/12/2015
0,	0,	0,	33,	10,	37400.0,	05/07/2013,	8227.2,	19954.0,	23/12/2015
2,	2,	451,	21,	10,	38500.0,	01/07/2013,	0.0,	2378.0,	18/03/2013
0,	0,	0,	28,	10,	39600.0,	30/06/2013,	35629.2,	52122.0,	27/09/2015
0,	0,	0,	30,	10,	138600.0,	29/06/2013,	92751.6,	94917.0,	16/03/2016
0,	0,	0,	30,	10,	138600.0,	29/06/2013,	92751.6,	94917.0,	16/03/2016
0,	0,	0,	29,	10,	124300.0,	28/06/2013,	41032.8,	134477.0,	25/10/2015
0,	0,	0,	30,	10,	154000.0,	22/06/2013,	154088.4,	140660.0,	24/11/2015
0,	0,	0,	30,	10,	72600.0,	22/06/2013,	29376.0,	33665.0,	30/11/2015
0,	0,	0,	32,	10,	232100.0,	18/06/2013,	726013.2,	671325.0,	24/02/2016
0,	0,	0,	28,	10,	55000.0,	18/06/2013,	3667.2,	49650.0,	10/02/2015
1,	0,	1,	35,	10,	28600.0,	18/06/2013,	30505.2,	29453.0,	25/05/2016
0,	0,	0,	35,	10,	54450.0,	17/06/2013,	6000.0,	14912.0,	04/11/2016
0,	0,	0,	29,	10,	22000.0,	17/06/2013,	23784.0,	27640.0,	28/09/2015
1,	0,	1,	27,	10,	260700.0,	16/06/2013,	2544.0,	32595.0,	24/10/2015
2,	0,	2,	32,	10,	55000.0,	16/06/2013,	4755.6,	20128.0,	23/04/2016
0,	0,	0,	1,	10,	55000.0,	16/06/2013,	13093.2,	11411.0,	27/07/2015
0,	0,	0,	31,	10,	143000.0,	15/06/2013,	1711.2,	61000.0,	17/02/2016
0,	0,	0,	31,	10,	57200.0,	14/06/2013,	-52.8,	21956.0,	28/09/2015
0,	0,	0,	30,	10,	223300.0,	10/06/2013,	11894.4,	186498.0,	03/06/2016
0,	0,	0,	24,	10,	63800.0,	10/06/2013,	10248.0,	26031.0,	22/01/2016
0,	0,	0,	3,	10,	63800.0,	10/06/2013,	6675.6,	12363.0,	18/01/2014
0,	0,	0,	27,	10,	115500.0,	08/06/2013,	10857.6,	91215.0,	18/09/2015
0,	0,	0,	32,	10,	82500.0,	08/06/2013,	55742.4,	79062.0,	03/11/2016
0,	0,	0,	30,	10,	62700.0,	07/06/2013,	59854.8,	65120.0,	20/02/2016
0,	0,	0,	36,	10,	40700.0,	05/06/2013,	42978.0,	37575.0,	05/04/2016
1,	0,	12,	35,	10,	93500.0,	04/06/2013,	15812.4,	24679.0,	18/03/2016
1,	1,	62,	34,	10,	80300.0,	04/06/2013,	56985.6,	72268.0,	26/02/2016
0,	0,	0,	0,	10,	336600.0,	01/06/2013,	0.0,	3870.0,	13/02/2013
0,	0,	0,	2,	10,	49500.0,	01/06/2013,	0.0,	25471.0,	11/03/2013
1,	0,	13,	33,	10,	44000.0,	29/05/2013,	29245.2,	34159.0,	23/02/2016
0,	0,	0,	33,	10,	27500.0,	29/05/2013,	23824.8,	20684.0,	19/01/2016
0,	0,	0,	33,	10,	44000.0,	28/05/2013,	25069.2,	43234.0,	19/02/2016
0,	0,	0,	32,	10,	82500.0,	24/05/2013,	21920.4,	60235.0,	01/01/2016
0,	0,	0,	1,	10,	58300.0,	22/05/2013,	0.0,	30766.0,	10/10/2015
0,	0,	0,	1,	10,	149600.0,	19/05/2013,	0.0,	20800.0,	14/01/2015
1,	0,	1,	31,	10,	121000.0,	19/05/2013,	48488.4,	114994.0,	26/12/2015
0,	0,	0,	30,	10,	99000.0,	18/05/2013,	38454.0,	88887.0,	27/11/2015
1,	0,	15,	27,	10,	11000.0,	15/05/2013,	11520.0,	11918.0,	24/08/2015
0,	0,	0,	9,	10,	184800.0,	13/05/2013,	0.0,	1623.0,	19/10/2013
0,	0,	0,	25,	10,	74800.0,	11/05/2013,	4176.0,	13494.0,	18/11/2015
0,	0,	0,	30,	10,	57200.0,	11/05/2013,	11092.8,	39070.0,	15/04/2016
0,	0,	0,	20,	10,	49500.0,	11/05/2013,	48858.0,	42333.0,	04/05/2016
2,	0,	30,	23,	10,	155100.0,	10/05/2013,	58561.2,	49301.0,	17/10/2015
0,	0,	0,	30,	10,	57200.0,	07/05/2013,	37596.0,	54986.0,	03/09/2016
0,	0,	0,	34,	10,	137500.0,	06/05/2013,	0.0,	44185.0,	10/07/2014
2,	2,	451,	16,	10,	19800.0,	06/05/2013,	0.0,	1261.0,	28/06/2013
0,	0,	0,	30,	10,	33000.0,	05/05/2013,	0.0,	22905.0,	28/09/2015
0,	0,	0,	31,	10,	287100.0,	04/05/2013,	7402.8,	77086.0,	12/06/2015
1,	0,	15,	35,	10,	11000.0,	04/05/2013,	7630.8,	11160.0,	24/02/2016
0,	0,	0,	35,	10,	27500.0,	03/05/2013,	10206.0,	27275.0,	04/01/2016
1,	0,	1,	31,	10,	94600.0,	02/05/2013,	10545.6,	85760.0,	21/11/2015
0,	0,	0,	26,	10,	85800.0,	02/05/2013,	0.0,	40886.0,	25/03/2016
0,	0,	0,	1,	10,	85800.0,	02/05/2013,	48548.4,	41755.0,	25/03/2016
0,	0,	0,	12,	10,	73700.0,	02/05/2013,	56402.4,	67796.0,	22/12/2015
0,	0,	0,	4,	10,	44000.0,	02/05/2013,	0.0,	5767.0,	21/12/2013
0,	0,	0,	31,	10,	35310.0,	02/05/2013,	-51.6,	3577.0,	14/02/2016
0,	0,	0,	9,	10,	12100.0,	28/04/2013,	10160.4,	13183.0,	20/02/2016
0,	0,	0,	34,	10,	11000.0,	28/04/2013,	960.0,	11218.0,	15/03/2016
3,	0,	45,	30,	10,	11550.0,	27/04/2013,	6872.4,	25407.0,	01/03/2016
2,	0,	2,	34,	10,	230175.0,	26/04/2013,	14362.8,	98095.0,	30/04/2016
0,	1,	50,	32,	10,	144100.0,	24/04/2013,	19614.0,	39416.0,	25/12/2015
1,	0,	15,	30,	10,	77000.0,	23/04/2013,	240938.4,	201282.0,	11/01/2015
0,	0,	0,	14,	10,	11000.0,	23/04/2013,	0.0,	11880.0,	18/05/2015
0,	0,	0,	31,	10,	214500.0,	22/04/2013,	159728.4,	133607.0,	30/10/2015
0,	0,	0,	36,	10,	11000.0,	21/04/2013,	76662.0,	64385.0,	04/08/2016
0,	0,	0,	5,	10,	126500.0,	16/04/2013,	34465.2,	58969.0,	27/10/2015
2,	0,	30,	34,	10,	14300.0,	16/04/2013,	12963.6,	14681.0,	24/02/2016
0,	0,	0,	29,	10,	49500.0,	10/04/2013,	49821.6,	42018.0,	25/01/2016
0,	0,	0,	28,	10,	115500.0,	08/04/2013,	88164.0,	110736.0,	20/02/2016
0,	0,	0,	15,	10,	73700.0,	08/04/2013,	-105.6,	28470.0,	12/03/2014
1,	0,	5,	35,	10,	34100.0,	05/04/2013,	1.2,	24400.0,	12/01/2015
3,	0,	65,	29,	10,	27500.0,	05/04/2013,	32124.0,	30264.0,	01/03/2016
0,	0,	0,	12,	10,	26400.0,	04/04/2013,	0.0,	25092.0,	21/04/2014
1,	0,	1,	35,	10,	55000.0,	02/04/2013,	34864.8,	32486.0,	06/04/2016
0,	0,	0,	2,	10,	34100.0,	02/04/2013,	0.0,	28550.0,	05/04/2015
0,	0,	0,	27,	10,	34100.0,	02/04/2013,	0.0,	28550.0,	05/04/2015
0,	0,	0,	33,	10,	321200.0,	31/03/2013,	346260.0,	289050.0,	28/11/2015
0,	0,	0,	33,	10,	99000.0,	31/03/2013,	8647.2,	60470.0,	23/11/2015
1,	0,	1,	33,	10,	13200.0,	31/03/2013,	0.0,	12206.0,	23/04/2015
1,	0,	15,	35,	10,	181500.0,	29/03/2013,	103908.0,	105244.0,	04/04/2016
0,	0,	0,	34,	10,	99000.0,	29/03/2013,	16141.2,	35215.0,	28/12/2015
0,	0,	0,	2,	10,	66000.0,	29/03/2013,	11371.2,	35215.0,	29/08/2015
0,	0,	0,	3,	10,	185900.0,	27/03/2013,	68722.8,	127651.0,	19/02/2016
0,	0,	0,	5,	10,	137500.0,	27/03/2013,	0.0,	3319.0,	08/10/2013
0,	0,	0,	36,	10,	60500.0,	27/03/2013,	13161.6,	39220.0,	20/04/2016
0,	0,	0,	8,	10,	91300.0,	26/03/2013,	43545.6,	83418.0,	21/12/2015
0,	0,	0,	27,	10,	42900.0,	26/03/2013,	-3.6,	7500.0,	17/04/2015
0,	0,	0,	35,	10,	57200.0,	24/03/2013,	23658.0,	36334.0,	15/01/2016
0,	0,	0,	31,	10,	33000.0,	23/03/2013,	0.0,	31317.0,	22/04/2015
0,	0,	0,	19,	10,	134200.0,	22/03/2013,	0.0,	18427.0,	26/03/2014
0,	0,	0,	5,	10,	27500.0,	19/03/2013,	0.0,	31069.0,	24/03/2014
0,	0,	0,	3,	10,	13200.0,	19/03/2013,	0.0,	5355.0,	16/11/2013
0,	0,	0,	35,	10,	11000.0,	19/03/2013,	682.8,	7069.0,	15/10/2015
0,	0,	0,	36,	10,	99000.0,	18/03/2013,	40362.0,	46819.0,	26/02/2016
0,	0,	0,	5,	10,	44000.0,	16/03/2013,	19860.0,	44311.0,	02/02/2016
0,	0,	0,	35,	10,	96800.0,	15/03/2013,	681.6,	25547.0,	13/02/2016
